"","Family","Genus","Species","Data_type","Size_sd","Size_Est","P4_sd","P4_Est","m1_sd","m1_Est"
"485","Hyanidae","Ictitherium","viverrinum","Inferred_teeth",0.266,1.211,0,1.314,0,1.24
"882","Mustelidae","Ictonyx","libycus","Measured",0,0.314,0.095,0.95,0.085,1.049
"883","Mustelidae","Ictonyx","striatus","Measured",0,0.114,0.095,0.893,0.085,0.992
"1020","Ursidae","Indarctos","anthracitis","Inferred_teeth",0.251,2.415,0.041,1.374,0,1.521
"1022","Ursidae","Indarctos","arctoides","Inferred_teeth",0.275,2.4,0.05,1.365,0,1.519
"997","Ursidae","Indarctos","oregonensis","Inferred_teeth",0.262,2.6,0.047,1.445,0,1.606
"993","Ursidae","Indarctos","punjabiensis","Inferred_teeth",0.265,2.66,0.047,1.471,0,1.631
"433","Ursidae","Indarctos","vireti","Inferred_teeth",0.239,2.221,0,1.241,0,1.49
"621","Ursidae","Indarctos","zdanskyi","Inferred_teeth",0.255,2.71,0,1.516,0,1.628
"1567","Viverravidae","Intyrictis","vanvaleni","Inferred_teeth",0.203,-0.234,0.023,0.745,0,0.646
"1248","Mustelidae","Ischyrictis","bezaniensis","Inferred_teeth",0.236,0.801,0.042,1.095,0,1.149
"1097","Mustelidae","Ischyrictis","helbingi","Inferred_teeth",0.269,1.339,0.051,1.313,0,1.384
"884","Mustelidae","Ischyrictis","petteri","Inferred_Phylogeny",0.38,1.124,0.116,1.226,0.111,1.29
"1174","Mustelidae","Ischyrictis","zibethoides","Inferred_teeth",0.263,0.993,0.05,1.173,0,1.233
"630","Amphicyonidae","Ischyrocyon","gidleyi","Measured",0,2.398,0,1.529,0,1.59
"476","Amphicyonidae","Janvierocyon","pontignensis","Inferred_teeth",0.252,2.148,0,1.301,0,1.508
"1452","Viverridae","Kanuites","lewisae","Inferred_teeth",0.236,0.312,0.053,0.899,0,0.898
"1308","Viverridae","Kenyalutra","songhorensis","Inferred_teeth",0.214,0.684,0.047,1.055,0,1.068
"1391","Viverridae","Ketketictis","solida","Inferred_teeth",0.231,0.448,0.046,0.946,0,0.97
"70","Viverridae","Kichechia","zamanae","Inferred_teeth",0.244,0.12,0,0.82,0,0.82
"213","Mustelidae","Kinometaxia","guangpui","Inferred_teeth",0.241,0.593,0,1,0.044,1.062
"454","Ursidae","Kretzoiarctos","beatrix","Inferred_teeth",0.207,2.089,0,1.267,0,1.354
"1246","Mustelidae","Laphictis","mustelinus","Inferred_teeth",0.268,0.804,0.049,1.096,0,1.152
"203","Mustelidae","Laphictis","vorax","Inferred_teeth",0.215,0.552,0,0.989,0,1.047
"301","Mustelidae","Lartetictis","dubia","Inferred_teeth",0.26,0.79,0,1.09,0,1.169
"1517","Viverridae","Legetetia","nandii","Inferred_teeth",0.212,0.056,0.045,0.792,0,0.784
"267","Musteloidea_not_assigned_to_family","Legionarictis","fortidens","Inferred_teeth",0.271,0.726,0,1.061,0.055,1.085
"345","Felidae","Leopardus","amnicola","Inferred_teeth",0.172,0.668,0,1.134,0,0.982
"1397","Felidae","Leopardus","colocolo","Measured",0,0.595,0.039,1.085,0,0.964
"299","Felidae","Leopardus","geoffroyi","Measured",0,0.555,0,1.086,0,1.009
"189","Felidae","Leopardus","guigna","Measured",0,0.348,0,0.973,0,0.863
"806","Felidae","Leopardus","guttulus","Measured",0,0.427,0.061,1.072,0.06,0.956
"1347","Felidae","Leopardus","jacobita","Measured",0,0.962,0.045,1.151,0,1.025
"413","Felidae","Leopardus","pardalis","Measured",0,1.076,0,1.22,0,1.107
"339","Felidae","Leopardus","tigrinus","Measured",0,0.352,0,1.127,0,1.009
"1394","Felidae","Leopardus","wiedii","Measured",0,0.512,0.039,1.09,0,0.968
"265","Felidae","Leopardus","vorohuensis","Inferred_teeth",0.174,0.559,0,1.057,0,0.949
"357","Felidae","Leptailurus","serval","Measured",0,1.079,0,1.146,0,1.029
"176","Mustelidae","Leptarctus","ancipidens","Inferred_teeth",0.26,0.501,0,0.954,0,1.029
"1340","Mustelidae","Leptarctus","bozemanensis","Inferred_teeth",0.305,0.492,0.05,0.948,0,1.029
"179","Mustelidae","Leptarctus","desuii","Inferred_teeth",0.313,0.521,0,0.959,0.052,1.041
"150","Mustelidae","Leptarctus","kansasensis","Inferred_teeth",0.3,0.454,0,0.929,0.048,1.015
"163","Mustelidae","Leptarctus","martini","Inferred_teeth",0.274,0.486,0,0.944,0.042,1.027
"266","Mustelidae","Leptarctus","mummorum","Inferred_teeth",0.286,0.75,0,1.061,0.044,1.133
"1374","Mustelidae","Leptarctus","neimenguensis","Inferred_teeth",0.301,0.412,0.05,0.914,0,0.996
"82","Mustelidae","Leptarctus","oregonensis","Inferred_teeth",0.262,0.241,0,0.839,0.041,0.927
"119","Mustelidae","Leptarctus","primus","Inferred_teeth",0.28,0.391,0,0.886,0,1.004
"100","Mustelidae","Leptarctus","progressus","Inferred_teeth",0.274,0.303,0,0.863,0.041,0.954
"222","Mustelidae","Leptarctus","supremus","Inferred_teeth",0.314,0.632,0,1.009,0.053,1.086
"1341","Mustelidae","Leptarctus","timmi","Inferred_teeth",0.266,0.489,0.039,0.944,0,1.029
"1317","Mustelidae","Leptarctus","webbi","Inferred_teeth",0.301,0.554,0.049,0.972,0,1.057
"1321","Mustelidae","Leptarctus","woodburnei","Inferred_teeth",0.317,0.546,0.053,0.969,0,1.053
"180","Mustelidae","Leptarctus","wortmani","Inferred_teeth",0.296,0.525,0,0.959,0,1.045
"39","Canidae","Leptocyon","delicatus","Inferred_teeth",0.251,0.074,0,0.748,0.048,0.804
"170","Canidae","Leptocyon","douglassi","Inferred_teeth",0.251,0.542,0,0.951,0,0.992
"206","Canidae","Leptocyon","gregorii","Inferred_teeth",0.238,0.574,0,0.993,0,1.019
"196","Canidae","Leptocyon","leidyi","Inferred_teeth",0.288,0.549,0,0.98,0,1.027
"277","Canidae","Leptocyon","matthewi","Inferred_teeth",0.248,0.738,0,1.068,0,1.117
"191","Canidae","Leptocyon","mollis","Inferred_teeth",0.224,0.601,0,0.978,0.038,1.016
"217","Canidae","Leptocyon","tejonensis","Inferred_teeth",0.198,0.586,0,1.004,0,1.072
"240","Canidae","Leptocyon","vafer","Inferred_teeth",0.278,0.643,0,1.023,0,1.07
"233","Canidae","Leptocyon","vulpinus","Inferred_teeth",0.263,0.654,0,1.017,0,1.052
"1553","Herpestidae","Leptoplesictis","atavus","Inferred_teeth",0.189,-0.081,0.043,0.727,0,0.69
"1549","Herpestidae","Leptoplesictis","aurelianensis","Inferred_teeth",0.276,-0.038,0.062,0.748,0,0.708
"13","Herpestidae","Leptoplesictis","filholi","Inferred_teeth",0.327,-0.221,0,0.653,0.072,0.641
"1551","Herpestidae","Leptoplesictis","mbitensis","Inferred_teeth",0.214,-0.044,0.048,0.745,0,0.705
"1435","Herpestidae","Leptoplesictis","namibiensis","Inferred_teeth",0.211,0.446,0.047,0.943,0,0.919
"1569","Herpestidae","Leptoplesictis","rangwai","Inferred_teeth",0.211,-0.195,0.048,0.684,0,0.639
"1520","Herpestidae","Leptoplesictis","senutae","Inferred_teeth",0.211,0.123,0.048,0.812,0,0.778
"832","Herpestidae","Liberiictis","kuhni","Measured",0,0.332,0.103,0.844,0.102,0.816
"1249","Mustelidae","Limnonyx","pontica","Inferred_teeth",0.225,0.846,0.05,1.055,0,1.148
"1303","Mustelidae","Limnonyx","sinerizi","Inferred_teeth",0.269,0.673,0.06,0.985,0,1.072
"645","Felidae","Lokotunjailurus","emageritus","Inferred_teeth",0.275,2.235,0,1.582,0,1.444
"285","Mustelidae","Lontra","canadensis","Measured",0,0.908,0,1.072,0,1.146
"1266","Mustelidae","Lontra","felina","Measured",0,1.486,0.052,1.076,0,1.106
"1232","Mustelidae","Lontra","longicaudis","Measured",0,0.817,0.052,1.083,0,1.165
"885","Mustelidae","Lontra","provocax","Measured",0,0.875,0.072,1.001,0.064,1.056
"1278","Mustelidae","Lontra","weiri","Inferred_teeth",0.18,0.886,0.046,1.031,0,1.094
"1357","Viverridae","Lophocyon","carpathicus","Inferred_teeth",0.279,0.543,0.048,0.968,0,1.021
"68","Viverridae","Lophocyon","paraskevaidisi","Inferred_teeth",0.245,0.21,0,0.82,0,0.889
"1302","Musteloidea_not_assigned_to_family","Luogale","rusingensis","Inferred_teeth",0.262,0.668,0.051,1.032,0,1.079
"1318","Mustelidae","Lutra","affinis","Inferred_teeth",0.231,0.686,0.053,0.985,0,1.057
"1147","Mustelidae","Lutra","aonychoides","Inferred_teeth",0.229,1.182,0.053,1.186,0,1.279
"1255","Mustelidae","Lutra","castiglionis","Inferred_teeth",0.217,0.877,0.039,1.071,0,1.127
"886","Mustelidae","Lutra","euxena","Inferred_Phylogeny",0.3,0.901,0.099,1.08,0.098,1.137
"1242","Mustelidae","Lutra","fatimazohrae","Inferred_teeth",0.202,0.944,0.039,1.097,0,1.155
"96","Mustelidae","Lutra","libyca","Inferred_teeth",0.231,0.429,0,0.857,0.052,0.964
"278","Mustelidae","Lutra","licenti","Inferred_teeth",0.247,0.921,0,1.068,0.056,1.134
"1267","Mustelidae","Lutra","lutra","Measured",0,0.944,0.039,1.055,0,1.106
"269","Mustelidae","Lutra","palaeindica","Inferred_teeth",0.197,0.857,0,1.061,0,1.117
"1268","Mustelidae","Lutra","simplicidens","Inferred_teeth",0.203,0.827,0.039,1.05,0,1.105
"887","Mustelidae","Lutra","sumatrana","Measured",0,0.74,0.072,1.042,0.071,1.1
"254","Mustelidae","Lutraeximia","trinacriae","Inferred_teeth",0.211,0.839,0,1.049,0,1.117
"352","Mustelidae","Lutraeximia","umbra","Inferred_teeth",0.211,1.043,0,1.141,0.038,1.197
"264","Mustelidae","Lutravus","halli","Inferred_teeth",0.214,0.86,0,1.057,0,1.143
"367","Mustelidae","Lutrogale","cretensis","Inferred_teeth",0.176,1.037,0,1.164,0,1.205
"369","Mustelidae","Lutrogale","palaeoleptonyx","Inferred_teeth",0.197,1.057,0,1.167,0.041,1.217
"353","Mustelidae","Lutrogale","perspicillata","Measured",0,0.977,0,1.141,0,1.185
"777","Canidae","Lycalopex","culpaeus","Measured",0,0.993,0.097,1.175,0.095,1.218
"778","Canidae","Lycalopex","fulvipes","Measured",0,0.453,0.097,1.023,0.095,1.067
"779","Canidae","Lycalopex","griseus","Measured",0,0.918,0.096,1.154,0.095,1.197
"780","Canidae","Lycalopex","gymnocercus","Measured",0,0.671,0.097,1.085,0.095,1.128
"781","Canidae","Lycalopex","sechurae","Measured",0,0.602,0.097,1.065,0.095,1.109
"782","Canidae","Lycalopex","vetulus","Measured",0,0.728,0.097,1.101,0.095,1.144
"492","Canidae","Lycaon","pictus","Measured",0,1.343,0,1.322,0.049,1.352
"564","Canidae","Lycaon","sekowei","Inferred_teeth",0.199,1.471,0,1.41,0.049,1.428
"230","Outside_extant_families","Lycophocyon","hutchisoni","Inferred_teeth",0.24,0.766,0,1.013,0,0.996
"625","Hyanidae","Lycyaena","choeretis","Inferred_teeth",0.254,1.6,0,1.52,0,1.364
"1095","Hyanidae","Lycyaena","crusafonti","Inferred_teeth",0.274,1.613,0.051,1.507,0,1.386
"617","Hyanidae","Lycyaena","dubia","Inferred_teeth",0.256,1.584,0,1.506,0,1.363
"1103","Hyanidae","Lycyaena","macrostoma","Inferred_teeth",0.249,1.58,0.044,1.494,0,1.371
"1061","Hyanidae","Lycyaenops","rhomboideae","Inferred_teeth",0.265,1.723,0.053,1.549,0,1.436
"1065","Hyanidae","Lycyaenops","silberbergi","Inferred_teeth",0.281,1.711,0.058,1.544,0,1.431
"888","Mustelidae","Lyncodon","patagonicus","Measured",0,-0.648,0.109,0.713,0.106,0.814
"1279","Felidae","Lynx","canadensis","Measured",0,0.972,0.04,1.182,0,1.093
"448","Felidae","Lynx","issiodorensis","Inferred_teeth",0.2,1.203,0,1.262,0,1.161
"807","Felidae","Lynx","longignathus","Inferred_Phylogeny",0.315,1.064,0.103,1.21,0.102,1.094
"463","Felidae","Lynx","lynx","Measured",0,1.254,0,1.283,0,1.215
"362","Felidae","Lynx","pardinus","Measured",0,0.973,0,1.152,0,1.079
"1275","Felidae","Lynx","proterolyncis","Inferred_teeth",0.224,1.066,0.046,1.215,0,1.097
"1348","Felidae","Lynx","rufus","Measured",0,0.95,0.046,1.138,0,1.025
"1270","Felidae","Lynx","thomasi","Inferred_teeth",0.182,1.057,0.044,1.2,0,1.104
"1039","Felidae","Machairodus","aphanistus","Inferred_teeth",0.348,2.099,0.071,1.555,0,1.48
"1085","Felidae","Machairodus","robinsoni","Inferred_teeth",0.33,1.911,0.066,1.479,0,1.398
"1029","Felidae","Machairodus","tanneri","Inferred_teeth",0.333,2.157,0.067,1.579,0,1.505
"975","Viverridae","Macrogalidia","musschenbroekii","Measured",0,0.602,0.123,1.01,0.122,1.017
"1064","Amphicyonidae","Maemohcyon","potisati","Inferred_teeth",0.282,2.105,0.057,1.355,0,1.432
"751","Ailuridae","Magerictis","imperialensis","Inferred_Phylogeny",0.352,0.863,0.113,0.999,0.111,1.086
"550","Amphicyonidae","Magericyon","anceps","Inferred_teeth",0.303,2.233,0,1.392,0,1.517
"1013","Amphicyonidae","Magericyon","castellanus","Inferred_teeth",0.309,2.305,0.05,1.433,0,1.538
"567","Amphicyonidae","Mammacyon","ferocior","Inferred_teeth",0.293,1.986,0,1.415,0,1.442
"531","Amphicyonidae","Mammacyon","obtusidens","Inferred_teeth",0.303,1.867,0,1.371,0,1.387
"477","Nimravidae","Maofelis","cantonensis","Inferred_teeth",0.244,1.397,0,1.302,0.037,1.265
"664","Mustelidae","Marcetia","santigae","Inferred_teeth",0.247,0.217,0,0.929,0.052,0.991
"173","Mustelidae","Martes","americana","Measured",0,0.097,0,0.954,0.044,0.963
"1410","Mustelidae","Martes","andersoni","Inferred_teeth",0.233,0.196,0.053,0.936,0,0.954
"1331","Mustelidae","Martes","basilii","Inferred_teeth",0.225,0.458,0.046,1.011,0,1.041
"1432","Mustelidae","Martes","burdigaliensis","Inferred_teeth",0.241,0.211,0.051,0.9,0,0.924
"1480","Mustelidae","Martes","cadeoti","Inferred_teeth",0.192,0.03,0.039,0.827,0,0.845
"1436","Mustelidae","Martes","collongensis","Inferred_teeth",0.192,0.198,0.039,0.896,0,0.919
"1522","Mustelidae","Martes","delphinensis","Inferred_teeth",0.229,-0.125,0.048,0.765,0,0.778
"223","Mustelidae","Martes","diluviana","Inferred_teeth",0.192,0.517,0,1.009,0,1.104
"1342","Mustelidae","Martes","filholi","Inferred_teeth",0.293,0.45,0.064,0.998,0,1.029
"216","Mustelidae","Martes","flavigula","Measured",0,0.266,0,1.004,0.059,1.01
"889","Mustelidae","Martes","foina","Measured",0,0.188,0.08,0.957,0.08,0.969
"1448","Mustelidae","Martes","glareae","Inferred_teeth",0.225,0.12,0.049,0.883,0,0.903
"890","Mustelidae","Martes","gwatkinsii","Measured",0,0.31,0.073,0.996,0.082,1.007
"1539","Mustelidae","Martes","jaegeri","Inferred_teeth",0.218,-0.221,0.045,0.735,0,0.74
"891","Mustelidae","Martes","khelifensis","Inferred_Phylogeny",0.352,0.422,0.119,0.99,0.122,1.019
"80","Mustelidae","Martes","laevidens","Inferred_teeth",0.17,0.042,0,0.836,0,0.854
"1475","Mustelidae","Martes","lefkonensis","Inferred_teeth",0.231,0.065,0.049,0.855,0,0.869
"158","Mustelidae","Martes","martes","Measured",0,0.114,0,0.94,0,0.954
"892","Mustelidae","Martes","melampus","Measured",0,0,0.072,0.908,0.072,0.92
"1355","Mustelidae","Martes","mellibulla","Inferred_teeth",0.199,0.341,0.046,0.999,0,1.021
"1414","Mustelidae","Martes","munki","Inferred_teeth",0.244,0.269,0.052,0.923,0,0.949
"335","Mustelidae","Martes","occulta","Inferred_teeth",0.214,0.749,0,1.124,0.045,1.165
"1442","Mustelidae","Martes","oregonensis","Inferred_teeth",0.223,0.148,0.047,0.893,0,0.908
"224","Mustelidae","Martes","paleosinensis","Inferred_teeth",0.243,0.509,0,1.011,0,1.079
"279","Mustelidae","Martes","pennanti","Measured",0,0.602,0,1.068,0.043,1.132
"1367","Mustelidae","Martes","sainjoni","Inferred_teeth",0.182,0.37,0.038,0.975,0,1.004
"1272","Mustelidae","Martes","sansaniensis","Inferred_teeth",0.244,0.588,0.053,1.069,0,1.104
"91","Mustelidae","Martes","stirtoni","Inferred_teeth",0.237,0.01,0,0.851,0.054,0.878
"291","Mustelidae","Martes","wenzensis","Inferred_teeth",0.228,0.525,0,1.079,0,1.041
"1299","Mustelidae","Martes","woodwardi","Inferred_teeth",0.224,0.554,0.046,1.048,0,1.079
"893","Mustelidae","Martes","zibellina","Measured",0,0.053,0.07,0.923,0.071,0.936
"1540","Mephetidae","Martinogale","alveodens","Inferred_teeth",0.293,-0.283,0.052,0.685,0,0.74
"1483","Mephetidae","Martinogale","chisoensis","Inferred_teeth",0.286,-0.062,0.044,0.775,0,0.835
"8","Mephetidae","Martinogale","faulli","Inferred_teeth",0.277,-0.392,0,0.643,0,0.69
"843","Mephetidae","Martinogale","nambiana","Inferred_Phylogeny",0.312,-0.032,0.104,0.8,0.108,0.874
"1333","Musteloidea_not_assigned_to_family","Matanomictis","maniyarensis","Inferred_teeth",0.21,0.551,0.044,0.991,0,1.041
"1178","Canidae","Mececyon","trinilensis","Inferred_teeth",0.219,0.956,0.05,1.202,0,1.23
"374","Mustelidae","Megalenhydris","barbaricina","Inferred_teeth",0.193,1.15,0,1.17,0,1.248
"543","Mustelidae","Megalictis","ferox","Inferred_teeth",0.269,1.412,0,1.386,0,1.322
"1210","Mustelidae","Megalictis","frazieri","Inferred_teeth",0.263,1.076,0.04,1.23,0,1.196
"1364","Mustelidae","Megalictis","petersoni","Inferred_teeth",0.281,0.647,0.046,1.056,0,1.009
"1194","Mustelidae","Megalictis","simplicidens","Inferred_teeth",0.28,1.12,0.046,1.247,0,1.215
"615","Felidae","Megantereon","cultridens","Inferred_teeth",0.305,1.991,0,1.497,0,1.322
"535","Felidae","Megantereon","falconeri","Inferred_teeth",0.306,1.744,0,1.378,0.047,1.232
"1135","Felidae","Megantereon","hesperus","Inferred_teeth",0.301,1.927,0.046,1.46,0,1.305
"616","Felidae","Megantereon","nihowanensis","Inferred_teeth",0.305,2.031,0,1.502,0,1.35
"589","Felidae","Megantereon","whitei","Inferred_teeth",0.304,1.882,0,1.453,0,1.274
"894","Mustelidae","Meles","anakuma","Measured",0,1.061,0.074,0.98,0.074,1.235
"140","Mustelidae","Meles","chiai","Inferred_teeth",0.202,0.911,0,0.919,0,1.197
"127","Mustelidae","Meles","dimitrius","Inferred_teeth",0.192,0.88,0,0.903,0,1.19
"148","Mustelidae","Meles","hollitzeri","Inferred_teeth",0.198,0.963,0,0.927,0,1.229
"169","Mustelidae","Meles","iberica","Inferred_teeth",0.195,0.929,0,0.949,0,1.18
"895","Mustelidae","Meles","leucurus","Measured",0,0.796,0.074,0.907,0.074,1.161
"164","Mustelidae","Meles","meles","Measured",0,1.114,0,0.944,0,1.223
"200","Mustelidae","Meles","teilhardi","Inferred_teeth",0.195,1.023,0,0.985,0,1.23
"209","Mustelidae","Meles","thorali","Inferred_teeth",0.198,1.02,0,0.996,0,1.216
"1252","Mustelidae","Mellalictis","mellalensis","Inferred_teeth",0.249,0.784,0.05,1.094,0,1.13
"1245","Mustelidae","Mellivora","capensis","Measured",0,0.929,0.054,1.141,0,1.154
"155","Mustelidae","Melodon","majori","Inferred_teeth",0.302,0.362,0,0.934,0.065,1.047
"896","Mustelidae","Melogale","cucphuongensis","Measured",0,0.193,0.12,0.924,0.118,1.045
"897","Mustelidae","Melogale","everetti","Measured",0,0.176,0.12,0.919,0.118,1.04
"898","Mustelidae","Melogale","moschata","Measured",0,-0.094,0.12,0.842,0.118,0.964
"899","Mustelidae","Melogale","orientalis","Measured",0,0.301,0.12,0.954,0.118,1.075
"900","Mustelidae","Melogale","personata","Measured",0,0.231,0.12,0.934,0.118,1.055
"949","Ursidae","Melursus","ursinus","Measured",0,1.969,0.074,1.156,0.073,1.291
"844","Mephetidae","Mephitis","macroura","Measured",0,-0.096,0.083,0.803,0.078,0.872
"1401","Mephetidae","Mephitis","mephitis","Measured",0,0.319,0.055,0.898,0,0.961
"351","Canidae","Mesocyon","brachyops","Inferred_teeth",0.322,1.09,0,1.141,0,1.165
"376","Canidae","Mesocyon","coryphaeus","Inferred_teeth",0.294,1.202,0,1.176,0,1.224
"309","Canidae","Mesocyon","temnodon","Inferred_teeth",0.317,1.008,0,1.097,0,1.139
"1507","Mephetidae","Mesomephitis","medius","Inferred_teeth",0.26,-0.03,0.06,0.736,0,0.806
"1585","Miacidae","Messelogale","kessleri","Inferred_teeth",0.295,-0.411,0.06,0.56,0,0.491
"1158","Hyanidae","Metahyaena","confector","Inferred_teeth",0.216,1.305,0.041,1.382,0,1.253
"1108","Felidae","Metailurus","hengduanshanensis","Inferred_teeth",0.34,1.826,0.051,1.446,0,1.362
"1109","Felidae","Metailurus","major","Inferred_teeth",0.32,1.829,0.051,1.447,0,1.362
"1168","Felidae","Metailurus","mongoliensis","Inferred_teeth",0.283,1.544,0.041,1.333,0,1.238
"533","Felidae","Metailurus","obscurus","Inferred_teeth",0.345,1.649,0,1.377,0.065,1.282
"507","Felidae","Metailurus","parvulus","Inferred_teeth",0.314,1.56,0,1.34,0,1.243
"280","Canidae","Metalopex","bakeri","Inferred_teeth",0.252,0.699,0,1.068,0,1.097
"246","Canidae","Metalopex","macconnelli","Inferred_teeth",0.242,0.658,0,1.037,0,1.092
"342","Canidae","Metalopex","merriami","Inferred_teeth",0.274,0.852,0,1.13,0,1.163
"388","Canidae","Metatomarctus","canavus","Inferred_teeth",0.358,1.221,0,1.191,0,1.242
"23","Miacidae","Miacis","deutschi","Inferred_teeth",0.254,-0.016,0,0.699,0,0.69
"59","Miacidae","Miacis","exiguus","Inferred_teeth",0.294,0.194,0,0.799,0,0.74
"195","Miacidae","Miacis","gracilis","Inferred_teeth",0.33,0.61,0,0.979,0.064,0.931
"1499","Miacidae","Miacis","hookwayi","Inferred_teeth",0.332,0.317,0.063,0.85,0,0.813
"852","Miacidae","Miacis","igniculus","Inferred_Phylogeny",0.38,0.293,0.124,0.837,0.122,0.805
"853","Miacidae","Miacis","invictus","Inferred_Phylogeny",0.527,0.367,0.179,0.87,0.177,0.837
"1526","Miacidae","Miacis","latidens","Inferred_teeth",0.293,0.215,0.058,0.81,0,0.775
"854","Miacidae","Miacis","medius","Inferred_Phylogeny",0.492,0.452,0.17,0.905,0.175,0.867
"106","Miacidae","Miacis","parvivorus","Inferred_teeth",0.29,0.375,0,0.872,0,0.845
"1530","Miacidae","Miacis","petilus","Measured",0,0.114,0.055,0.786,0,0.763
"1544","Miacidae","Miacis","sylvestris","Inferred_teeth",0.257,0.14,0.052,0.775,0,0.724
"855","Miacidae","Miacis","washakius","Inferred_Phylogeny",0.5,0.467,0.172,0.911,0.177,0.873
"343","Canidae","Microtomarctus","conferta","Inferred_teeth",0.369,1.088,0,1.132,0,1.189
"856","Miacidae","Miocyon","magnus","Inferred_Phylogeny",0.462,0.786,0.134,1.017,0.135,1.039
"1351","Miacidae","Miocyon","major","Inferred_teeth",0.288,0.764,0.038,1.011,0,1.025
"295","Miacidae","Miocyon","scotti","Inferred_teeth",0.323,0.994,0,1.083,0,1.146
"857","Miacidae","Miocyon","uintensis","Inferred_Phylogeny",0.379,0.777,0.097,1.014,0.098,1.034
"281","Miacidae","Miocyon","vallisrubrae","Inferred_teeth",0.312,0.904,0,1.068,0,1.086
"594","Hyanidae","Miohyaenotherium","bessarabicum","Inferred_teeth",0.268,1.481,0,1.455,0,1.327
"1066","Felidae","Miomachairodus","pseudailuroides","Inferred_teeth",0.275,2.109,0.049,1.543,0,1.43
"1413","Mephetidae","Miomephitis","pilgrimi","Inferred_teeth",0.232,0.262,0.043,0.866,0,0.949
"1550","Mustelidae","Miomustela","madisonae","Inferred_teeth",0.246,-0.37,0.054,0.655,0,0.708
"1323","Mustelidae","Mionictis","angustidens","Inferred_teeth",0.255,0.612,0.056,0.97,0,1.049
"1300","Mustelidae","Mionictis","artenensis","Inferred_teeth",0.178,0.682,0.038,0.999,0,1.079
"1189","Mustelidae","Mionictis","dubia","Inferred_teeth",0.241,1.005,0.053,1.129,0,1.22
"1332","Mustelidae","Mionictis","elegans","Inferred_teeth",0.178,0.595,0.038,0.964,0,1.041
"1281","Mustelidae","Mionictis","incertus","Inferred_teeth",0.177,0.706,0.038,1.009,0,1.09
"1379","Mustelidae","Mionictis","letifer","Inferred_teeth",0.17,0.48,0.036,0.917,0,0.991
"1179","Mustelidae","Mionictis","pristinus","Inferred_teeth",0.234,1.029,0.051,1.139,0,1.23
"1205","Viverridae","Mioparadoxurus","meini","Inferred_teeth",0.253,0.918,0.064,1.173,0,1.204
"1527","Viverridae","Mioprionodon","hodopeus","Inferred_teeth",0.193,0.042,0.04,0.788,0,0.77
"575","Felidae","Miracinonyx","inexpectatus","Inferred_teeth",0.218,1.442,0,1.423,0,1.124
"534","Felidae","Miracinonyx","trumani","Inferred_teeth",0.216,1.489,0,1.377,0,1.207
"1305","Stenoplesictidae","Moghradictis","nedjema","Inferred_teeth",0.297,0.789,0.071,1.105,0,1.072
"44","Herpestidae","Mungos","dietrichi","Inferred_teeth",0.222,0.266,0,0.763,0,0.763
"833","Herpestidae","Mungos","gambianus","Measured",0,0.176,0.083,0.74,0.082,0.716
"1562","Herpestidae","Mungos","minutus","Inferred_teeth",0.204,0.089,0.044,0.693,0,0.663
"32","Herpestidae","Mungos","mungo","Measured",0,0.284,0,0.716,0,0.672
"803","Eupleridae","Mungotictis","decemlineata","Measured",0,-0.187,0.138,0.764,0.139,0.728
"901","Mustelidae","Mustela","africana","Measured",0,-0.27,0.076,0.831,0.074,0.876
"902","Mustelidae","Mustela","altaica","Measured",0,-0.767,0.082,0.601,0.069,0.648
"1571","Mustelidae","Mustela","erminea","Measured",0,-0.924,0.06,0.58,0,0.633
"1445","Mustelidae","Mustela","eversmanii","Measured",0,0.13,0.06,0.859,0,0.907
"903","Mustelidae","Mustela","felipei","Measured",0,-0.676,0.076,0.716,0.074,0.762
"36","Mustelidae","Mustela","frenata","Measured",0,-0.833,0,0.738,0,0.775
"904","Mustelidae","Mustela","itatsi","Measured",0,-0.248,0.08,0.767,0.066,0.819
"1574","Mustelidae","Mustela","jacksoni","Inferred_teeth",0.242,-0.739,0.059,0.58,0,0.615
"905","Mustelidae","Mustela","kathiah","Measured",0,-0.682,0.09,0.656,0.084,0.711
"1253","Mustelidae","Mustela","leporinum","Inferred_teeth",0.258,0.516,0.055,1.05,0,1.13
"906","Mustelidae","Mustela","lutreola","Measured",0,-0.357,0.077,0.731,0.061,0.781
"1486","Mustelidae","Mustela","lutreolina","Measured",0,-0.151,0.06,0.779,0,0.827
"907","Mustelidae","Mustela","majori","Inferred_Phylogeny",0.39,-0.05,0.12,0.833,0.122,0.894
"1535","Mustelidae","Mustela","meltoni","Inferred_teeth",0.224,-0.467,0.055,0.701,0,0.748
"1441","Mustelidae","Mustela","nigripes","Measured",0,-0.071,0.06,0.853,0,0.914
"1582","Mustelidae","Mustela","nivalis","Measured",0,-0.86,0.06,0.506,0,0.535
"908","Mustelidae","Mustela","nudipes","Measured",0,-0.301,0.093,0.758,0.089,0.811
"1411","Mustelidae","Mustela","palaeattica","Inferred_teeth",0.262,0.131,0.056,0.887,0,0.954
"181","Mustelidae","Mustela","palaeosinensis","Inferred_teeth",0.261,0.29,0,0.959,0,1.037
"1547","Mustelidae","Mustela","pliocaenica","Inferred_teeth",0.227,-0.538,0.055,0.668,0,0.712
"1439","Mustelidae","Mustela","putorius","Measured",0,-0.039,0.06,0.857,0,0.916
