Suborder;Superfamily;Family;Constrained within family;Subfamily;Constrained witin subfamily;Genus;Species;Consrained within genus
Caniformia;None;Canidae;Yes;Caninae;Yes;Chrysocyon;brachyurus;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Chrysocyon;nearcticus;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Cormocyon;copei;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Cormocyon;haydeni;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Cuon;alpinus;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Cynarctoides;acridens;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Cynarctoides;emryi;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Cynarctoides;gawnae;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Cynarctoides;harlowi;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Cynarctoides;lemur;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Cynarctoides;luskensis;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Cynarctoides;whistleri;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Cynarctus;crucidens;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Cynarctus;galushai;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Cynarctus;marylandica;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Cynarctus;saxatilis;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Cynarctus;wangi;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Cynarctus;voorhiesi;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Cynodesmus;martini;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Cynodesmus;thooides;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Cynotherium;sardous;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Desmocyon;matthewi;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Desmocyon;thomsoni;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Dusicyon;australis;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Dusicyon;avus;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Ectopocynus;antiquus;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Ectopocynus;intermedius;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Ectopocynus;simplicidens;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Enhydrocyon;basilatus;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Enhydrocyon;crassidens;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Enhydrocyon;pahinsintewakpa;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Enhydrocyon;stenocephalus;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Epicyon;aelurodontoides;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Epicyon;haydeni;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Epicyon;saevus;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Eucyon;adoxus;Paraphyletic to Canis (and Lycaon, Cynotherium, Cyon, Mececyon and Xenocyon?)
Caniformia;None;Canidae;Yes;Caninae;Yes;Eucyon;cipio;Paraphyletic to Canis (and Lycaon, Cynotherium, Cyon, Mececyon and Xenocyon?)
Caniformia;None;Canidae;Yes;Caninae;Yes;Eucyon;davisi;Paraphyletic to Canis (and Lycaon, Cynotherium, Cyon, Mececyon and Xenocyon?)
Caniformia;None;Canidae;Yes;Caninae;Yes;Eucyon;debonisi;Paraphyletic to Canis (and Lycaon, Cynotherium, Cyon, Mececyon and Xenocyon?)
Caniformia;None;Canidae;Yes;Caninae;Yes;Eucyon;kuruksaiensis;Paraphyletic to Canis (and Lycaon, Cynotherium, Cyon, Mececyon and Xenocyon?)
Caniformia;None;Canidae;Yes;Caninae;Yes;Eucyon;kuta;Paraphyletic to Canis (and Lycaon, Cynotherium, Cyon, Mececyon and Xenocyon?)
Caniformia;None;Canidae;Yes;Caninae;Yes;Eucyon;michauxi;Paraphyletic to Canis (and Lycaon, Cynotherium, Cyon, Mececyon and Xenocyon?)
Caniformia;None;Canidae;Yes;Caninae;Yes;Eucyon;minor;Paraphyletic to Canis (and Lycaon, Cynotherium, Cyon, Mececyon and Xenocyon?)
Caniformia;None;Canidae;Yes;Caninae;Yes;Eucyon;monticinensis;Paraphyletic to Canis (and Lycaon, Cynotherium, Cyon, Mececyon and Xenocyon?)
Caniformia;None;Canidae;Yes;Caninae;Yes;Eucyon;odessanus;Paraphyletic to Canis (and Lycaon, Cynotherium, Cyon, Mececyon and Xenocyon?)
Caniformia;None;Canidae;Yes;Caninae;Yes;Eucyon;skinneri;Paraphyletic to Canis (and Lycaon, Cynotherium, Cyon, Mececyon and Xenocyon?)
Caniformia;None;Canidae;Yes;Caninae;Yes;Eucyon;zhoui;Paraphyletic to Canis (and Lycaon, Cynotherium, Cyon, Mececyon and Xenocyon?)
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Euoplocyon;brachygnathus;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Euoplocyon;spissidens;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Hesperocyon;coloradensis;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Hesperocyon;gregarius;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Leptocyon;delicatus;No
Caniformia;None;Canidae;Yes;Caninae;Yes;Leptocyon;douglassi;No
Caniformia;None;Canidae;Yes;Caninae;Yes;Leptocyon;gregorii;No
Caniformia;None;Canidae;Yes;Caninae;Yes;Leptocyon;leidyi;No
Caniformia;None;Canidae;Yes;Caninae;Yes;Leptocyon;matthewi;No
Caniformia;None;Canidae;Yes;Caninae;Yes;Leptocyon;mollis;No
Caniformia;None;Canidae;Yes;Caninae;Yes;Leptocyon;tejonensis;No
Caniformia;None;Canidae;Yes;Caninae;Yes;Leptocyon;vafer;No
Caniformia;None;Canidae;Yes;Caninae;Yes;Leptocyon;vulpinus;No
Caniformia;None;Canidae;Yes;Caninae;Yes;Lycalopex;culpaeus;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Lycalopex;fulvipes;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Lycalopex;griseus;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Lycalopex;gymnocercus;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Lycalopex;sechurae;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Lycalopex;vetulus;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Lycaon;pictus;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Lycaon;sekowei;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Mececyon;trinilensis;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Mesocyon;brachyops;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Mesocyon;coryphaeus;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Mesocyon;temnodon;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Metalopex;bakeri;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Metalopex;macconnelli;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Metalopex;merriami;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Metatomarctus;canavus;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Microtomarctus;conferta;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Nyctereutes;abdeslami;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Nyctereutes;barryi;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Nyctereutes;donnezani;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Nyctereutes;lockwoodi;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Nyctereutes;megamastoides;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Nyctereutes;procyonoides;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Nyctereutes;sinensis;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Nyctereutes;terblanchei;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Nyctereutes;tingi;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Osbornodon;brachypus;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Osbornodon;fricki;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Osbornodon;iamonensis;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Osbornodon;renjiei;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Osbornodon;scitulus;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Osbornodon;sesnoni;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Osbornodon;wangi;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Otarocyon;cooki;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Otarocyon;macdonaldi;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Otocyon;megalotis;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Otocyon;recki;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Oxetocyon;cuspidatus;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Paracynarctus;kelloggi;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Paracynarctus;sinclairi;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Paraenhydrocyon;josephi;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Paraenhydrocyon;robustus;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Paraenhydrocyon;wallovianus;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Paratomarctus;euthos;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Paratomarctus;temerarius;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Philotrox;condoni;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Phlaocyon;achoros;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Phlaocyon;annectens;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Phlaocyon;latidens;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Phlaocyon;leucosteus;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Phlaocyon;mariae;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Phlaocyon;marslandensis;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Phlaocyon;minor;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Phlaocyon;multicuspus;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Phlaocyon;taylori;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Phlaocyon;yatkolai;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Protepicyon;raki;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Protocyon;troglodytes;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Protomarctus;optatus;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Prototocyon;curvipalatus;Placed rancomly within vulpini (Vulpes, Nyctereutes and Otocyon)
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Psalidocyon;marianae;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Rhizocyon;oregonensis;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Speothos;venaticus;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Sunkahetanka;geringensis;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Tephrocyon;rurestris;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Theriodictis;floriadanus;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Theriodictis;proplatensis;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Theriodictis;tarijensis;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Tomarctus;brevirostris;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Tomarctus;hippophaga;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Urocyon;cinereoargenteus;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Urocyon;citrinus;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Urocyon;galushai;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Urocyon;littoralis;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Urocyon;minicephalus;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Urocyon;progressus;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Urocyon;webbi;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;angustidens;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;beihaiensis;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;bengalensis;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;cana;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;chama;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;chikushanensis;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;corsac;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;ferrilata;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;galaticus;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;kernensis;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;lagopus;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;macrotis;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;mathisoni;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;pallida;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;pattersoni;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;praecorsac;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;praeglacialis;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;pulcher;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;riffautae;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;rueppellii;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;skinneri;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;stenognathus;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;velox;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;vulpes;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Vulpes;zerda;Potentially paraphyletic to Prototocyon
Caniformia;None;Canidae;Yes;Caninae;Yes;Xenocyon;atrox;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Xenocyon;dubius;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Xenocyon;falconeri;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Xenocyon;lycaonoides;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Xenocyon;texanus;Yes
Caniformia ;Pinnepedia;Desmatophocidae;Yes except for freefloating species;None;NA;Allodesmus;gracilis;Yes
Caniformia ;Pinnepedia;Desmatophocidae;Yes except for freefloating species;None;NA;Allodesmus;kelloggi;Yes
Caniformia ;Pinnepedia;Desmatophocidae;Yes except for freefloating species;None;NA;Allodesmus;kernensis;Yes
Caniformia ;Pinnepedia;Desmatophocidae;Yes except for freefloating species;None;NA;Allodesmus;megallos;Yes
Caniformia ;Pinnepedia;Desmatophocidae;Yes except for freefloating species;None;NA;Allodesmus;naorai;Yes
Caniformia ;Pinnepedia;Desmatophocidae;Yes except for freefloating species;None;NA;Allodesmus;sadoensis;Yes
Caniformia ;Pinnepedia;Desmatophocidae;Yes except for freefloating species;None;NA;Atopotarus;courseni;Yes
Caniformia ;Pinnepedia;Desmatophocidae;Yes except for freefloating species;None;NA;Desmatophoca;brachycephala;Yes
Caniformia ;Pinnepedia;Desmatophocidae;Yes except for freefloating species;None;NA;Desmatophoca;oregonensis;Yes
Caniformia ;Pinnepedia;Desmatophocidae;Yes except for freefloating species;None;NA;Megagomphos;sinanoensis;Yes
Caniformia ;Pinnepedia;Enaliarctidae;Yes except for freefloating species;None;NA;Enaliarctos;barnesi;Yes
Caniformia ;Pinnepedia;Enaliarctidae;Yes except for freefloating species;None;NA;Enaliarctos;emlongi;Yes
Caniformia ;Pinnepedia;Enaliarctidae;Yes except for freefloating species;None;NA;Enaliarctos;mealsi;Yes
Caniformia ;Pinnepedia;Enaliarctidae;Yes except for freefloating species;None;NA;Enaliarctos;mitchelli;Yes
Caniformia ;Pinnepedia;Enaliarctidae;Yes except for freefloating species;None;NA;Enaliarctos;tedfordi;Yes
Caniformia ;Pinnepedia;Enaliarctidae;Yes except for freefloating species;None;NA;Pacificotaria;hadromma;Yes
Caniformia ;Pinnepedia;Enaliarctidae;Yes except for freefloating species;None;NA;Pteronarctos;goedertae;Yes
Caniformia ;Pinnepedia;Enaliarctidae;Yes except for freefloating species;None;NA;Pteronarctos;piersoni;Yes
Feliformia;None;Eupleridae;Yes;None;NA;Cryptoprocta;ferox;Yes
Feliformia;None;Eupleridae;Yes;None;NA;Cryptoprocta;spelea;Yes
Feliformia;None;Eupleridae;Yes;None;NA;Eupleres;goudotii;Yes
Feliformia;None;Eupleridae;Yes;None;NA;Eupleres;major;Yes
Feliformia;None;Eupleridae;Yes;None;NA;Fossa;fossana;Yes
Feliformia;None;Eupleridae;Yes;None;NA;Galidia;elegans;Yes
Feliformia;None;Eupleridae;Yes;None;NA;Galidictis;fasciata;Yes
Feliformia;None;Eupleridae;Yes;None;NA;Galidictis;grandidieri;Yes
Feliformia;None;Eupleridae;Yes;None;NA;Mungotictis;decemlineata;Yes
Feliformia;None;Eupleridae;Yes;None;NA;Salanoia;concolor;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Acinonyx;jubatus;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Acinonyx;pardinensis;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Adelphailurus;kansensis;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Amphimachairodus;coloradensis;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Amphimachairodus;giganteus;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Amphimachairodus;kabir;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Amphimachairodus;kurteni;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Asilifelis;coteae;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Caracal;aurata;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Caracal;caracal;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Catopuma;badia;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Catopuma;temminckii;Yes
Feliformia;None;Felidae;Yes;Unplaced;"Yes (except speces listed as ""Unplaced"")";Diamantofelis;ferox;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Dinofelis;aronoki;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Dinofelis;barlowi;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Dinofelis;cristata;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Dinofelis;diastemata;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Dinofelis;palaeoonca;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Dinofelis;petteri;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Dinofelis;piveteaui;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Felis;bieti;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Felis;chaus;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Felis;christoli;No
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Felis;lunensis;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Felis;margarita;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Felis;nigripes;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Felis;silvestris;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Felis;teilhardi;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Felis;wenzensis;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Fortunictis;acerensis;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Herpailurus;yagouaroundi;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Homotherium;ischyrus;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Homotherium;latidens;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Homotherium;serum;Yes
Feliformia;None;Felidae;Yes;Hyperailurictis;"Yes (except speces listed as ""Unplaced"")";Hyperailurictis;aeluroides;Yes
