occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,phylum_no,class,class_no,order,order_no,family,family_no,genus,genus_no,subgenus_no,plant_organ,plant_organ2,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3,cc,protected,formation,stratgroup,member,stratscale,zone,localsection,localbed,localbedunit,localorder,regionalsection,regionalbed,regionalbedunit,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,common_body_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,pres_mode,preservation_quality,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,sorting,fragmentation,bioerosion,encrustation,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,environment_basis,motility,motility_basis,life_habit,life_habit_basis,vision,vision_basis,diet,diet_basis,reproduction,reproduction_basis,ontogeny,ontogeny_basis,ecospace_comments,composition,architecture,thickness,reinforcement,taphonomy_basis,phylum,phylum_no,class,class_no,order,order_no,family,family_no,genus,genus_no,subgenus_no,primary_name,primary_reso,subgenus_name,subgenus_reso,species_name,species_reso,image_no,formation,stratgroup,member,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,time_bins,time_contain,time_major,time_buffer,time_overlap,research_group,primary_reference,authorizer_no,enterer_no,modifier_no,authorizer,enterer,modifier,created,modified
1217257,occ,,,17952,Leptocyon leidyi,,species,300775,Hemingfordian,,18.5,16.3,Tedford et al.,2009,52058,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,,,,,-103.800003,42.400002,,Hilltop Quarry,,,US,Nebraska,Sioux,based on political unit,1,small collection,south of Antelope Draw,gplates,101,mid,-95.78,46.38,scotese,101,mid,-99.91,43.14,seton,101,mid,-98.93,42.58,US,,Sheep Creek,,middle,,,Snake,2,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,biostratigraphic,,,,,,,,,,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,Leptocyon,,,,leidyi,,1864,Sheep Creek,,middle,,,,,,,,,,,,Burdigalian,Burdigalian,Burdigalian,Burdigalian,Burdigalian,vertebrate,"R. H. Tedford, X. Wang, and B. E. Taylor. 2009. Phylogenetic Systematics of the North American Fossil Caninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 325:1-218",561,561,0,J. Marcot,J. Marcot,,7/26/14 21:43,7/26/14 21:43
1217258,occ,,,18000,Leptocyon leidyi,,species,300775,Hemingfordian,,18.5,16.3,Tedford et al.,2009,52058,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,,,,,-103.800003,42.400002,,Thistle Quarry,,,US,Nebraska,Sioux,based on political unit,1,small collection,Antelope Draw,gplates,101,mid,-95.78,46.38,scotese,101,mid,-99.91,43.14,seton,101,mid,-98.93,42.58,US,,Sheep Creek,,middle,,,Snake,2,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,biostratigraphic,,,,,,,,,,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,Leptocyon,,,,leidyi,,1864,Sheep Creek,,middle,,,,,,,,,,,,Burdigalian,Burdigalian,Burdigalian,Burdigalian,Burdigalian,vertebrate,"R. H. Tedford, X. Wang, and B. E. Taylor. 2009. Phylogenetic Systematics of the North American Fossil Caninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 325:1-218",561,561,0,J. Marcot,J. Marcot,,7/26/14 21:44,7/26/14 21:44
1217259,occ,,,17920,Leptocyon leidyi,,species,300775,Hemingfordian,,18.5,16.3,Tedford et al.,2009,52058,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,,,,,-103.800003,42.400002,,Greenside Quarry,,,US,Nebraska,Sioux,based on political unit,1,small collection,Ranchhouse Draw,gplates,101,mid,-95.78,46.38,scotese,101,mid,-99.91,43.14,seton,101,mid,-98.93,42.58,US,,Sheep Creek,,lower,,,Snake,1,,bottom to top,,,,,,"The dominant lithology of the lower part is massive, pinkish brown sandy silt and sandy clay; ledges or lenses of hard, blocky-weathering, gray sandstone alternate with beds of light-colored, non-resistant sandstone. These hard layers are not persistent but occur at varying levels as hard, sheetlike lenses.",siltstone,"massive,red",,sandy,,,,,,,fluvial indet.,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,biostratigraphic,,AMNH,,,,"Wilson (1935 - 1939?), Skinner (1940's)",1935 - 1940's,,,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,Leptocyon,,,,leidyi,,1864,Sheep Creek,,lower,"The dominant lithology of the lower part is massive, pinkish brown sandy silt and sandy clay; ledges or lenses of hard, blocky-weathering, gray sandstone alternate with beds of light-colored, non-resistant sandstone. These hard layers are not persistent but occur at varying levels as hard, sheetlike lenses.",siltstone,"massive,red",,sandy,,,,,,,Burdigalian,Burdigalian,Burdigalian,Burdigalian,Burdigalian,vertebrate,"R. H. Tedford, X. Wang, and B. E. Taylor. 2009. Phylogenetic Systematics of the North American Fossil Caninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 325:1-218",561,561,0,J. Marcot,J. Marcot,,7/26/14 21:44,7/26/14 21:44
1217260,occ,,,17902,Leptocyon leidyi,,species,300775,Hemingfordian,,18.5,16.3,Tedford et al.,2009,52058,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,,,,,-103.800003,42.400002,,East Ravine Quarry,,,US,Nebraska,Sioux,based on political unit,1,small collection,Ranch House Draw,gplates,101,mid,-95.78,46.38,scotese,101,mid,-99.91,43.14,seton,101,mid,-98.93,42.58,US,,Sheep Creek,,middle,,,Snake,2,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,biostratigraphic,,,,,,,,,,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,Leptocyon,,,,leidyi,,1864,Sheep Creek,,middle,,,,,,,,,,,,Burdigalian,Burdigalian,Burdigalian,Burdigalian,Burdigalian,vertebrate,"R. H. Tedford, X. Wang, and B. E. Taylor. 2009. Phylogenetic Systematics of the North American Fossil Caninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 325:1-218",561,561,0,J. Marcot,J. Marcot,,7/26/14 21:44,7/26/14 21:44
1217261,occ,,,18001,Leptocyon leidyi,,species,300775,Hemingfordian,,18.5,16.3,Tedford et al.,2009,52058,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,,,,,-103.800003,42.400002,,Thomson Quarry,,Sheep Creek Quarry; Stonehouse Draw; Thompson Quarry,US,Nebraska,Sioux,based on political unit,1,small collection,Stonehouse Draw,gplates,101,mid,-95.78,46.38,scotese,101,mid,-99.91,43.14,seton,101,mid,-98.93,42.58,US,,Sheep Creek,,middle,,,Snake,2,,bottom to top,,,,,"Sheep Creek Ash is dated at 16.3 +/- 0.13 Ma (SCLF AA): MacFadden et al. 1990; Woodburne 1996a uses a date of 17.0 Ma but is simply following Tedford et al. 1987; if sample is same as KA 891 of Evernden et al. 1964, it is the No. 3 ash of Skinner et al. from the top of the middle Sheep Creek Fm.",,not reported,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,biostratigraphic,,AMNH,,,,Albert Thomson,"1923, 1925, 1938, 1947","apparently all of the pre-1934 collections from the Sheep Creek Fm. sensu stricto are from this locality\r\nnote, however, that ""Sheep Creek Quarry"" is also used for Trojan Quarry","type of Brachyerix incertis (""Talpa incerta"") is said by  Matthew 1924 to be from ""Thomson's B"" but by Skinner  et al. to be from Trojan Quarry (see)",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,Leptocyon,,,,leidyi,,1864,Sheep Creek,,middle,,not reported,,,,,,,,,,Burdigalian,Burdigalian,Burdigalian,Burdigalian,Burdigalian,vertebrate,"R. H. Tedford, X. Wang, and B. E. Taylor. 2009. Phylogenetic Systematics of the North American Fossil Caninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 325:1-218",561,561,0,J. Marcot,J. Marcot,,7/26/14 21:45,7/26/14 21:45
1217262,occ,,,17972,Leptocyon leidyi,,species,300775,Early Barstovian,,16.3,12.5,Tedford et al.,2009,52058,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,,,,,-103.800003,42.400002,,New Surface Quarry,,,US,Nebraska,Sioux,based on political unit,1,small collection,East Sinclair Draw,gplates,101,mid,-97.28,45.82,scotese,101,mid,-100.56,43.02,seton,101,mid,-99.8,42.51,US,,Olcott,,subcycle 3,,,Snake,5,,bottom to top,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,biostratigraphic,,,,,,,,,no synonyms,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,Leptocyon,,,,leidyi,,1864,Olcott,,subcycle 3,,not reported,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"R. H. Tedford, X. Wang, and B. E. Taylor. 2009. Phylogenetic Systematics of the North American Fossil Caninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 325:1-218",561,561,0,J. Marcot,J. Marcot,,7/26/14 21:46,7/26/14 21:46
1217263,occ,,,17956,Leptocyon leidyi,,species,300775,Early Barstovian,,16.3,12.5,Tedford et al.,2009,52058,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,,,,,-103.800003,42.400002,,Jenkins Quarry,,,US,Nebraska,Sioux,based on political unit,1,small collection,Sinclair Draw,gplates,101,mid,-97.28,45.82,scotese,101,mid,-100.56,43.02,seton,101,mid,-99.8,42.51,US,,Olcott,,subcycle 2,,,Snake,4,,bottom to top,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,biostratigraphic,,,,,,,,,,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,Leptocyon,,,,leidyi,,1864,Olcott,,subcycle 2,,not reported,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"R. H. Tedford, X. Wang, and B. E. Taylor. 2009. Phylogenetic Systematics of the North American Fossil Caninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 325:1-218",561,561,0,J. Marcot,J. Marcot,,7/26/14 21:48,7/26/14 21:48
1217264,occ,,,17955,Leptocyon leidyi,,species,300775,Early Barstovian,,16.3,12.5,Tedford et al.,2009,52058,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,,,,,-103.800003,42.400002,,Humbug Quarry,,,US,Nebraska,Sioux,based on political unit,1,small collection,Ranch House Draw,gplates,101,mid,-97.28,45.82,scotese,101,mid,-100.56,43.02,seton,101,mid,-99.8,42.51,US,,Olcott,,,,,,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,biostratigraphic,,,,,,,,,,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,Leptocyon,,,,leidyi,,1864,Olcott,,,,not reported,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"R. H. Tedford, X. Wang, and B. E. Taylor. 2009. Phylogenetic Systematics of the North American Fossil Caninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 325:1-218",561,561,0,J. Marcot,J. Marcot,,7/26/14 21:48,7/26/14 21:48
1217265,occ,,,17976,Leptocyon leidyi,,species,300775,Early Barstovian,,16.3,12.5,Tedford et al.,2009,52058,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,,,,,-102.849998,42.683334,,Observation Quarry,,,US,Nebraska,Dawes,stated in text,minutes,small collection,"""approximately 8 km east of Crawford, NE1/4, SE1/4 sec. 4, T31N, R47W"" (Becker 1986)",gplates,101,mid,-96.24,46.05,scotese,101,mid,-99.59,43.29,seton,101,mid,-98.83,42.76,US,,,,,,,ObsQu,2,,bottom to top,,,,,Olcott Formation equivalent,,,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,,,some genera,,,,,,directly overlies the Box Butte Fm.<br>NW 1/4 NW 1/4 SE 1/4 sec 4 T31N R47W: Woodburne 1969<br>a channel deposit equated with the Olcott Fm. on faunistic grounds only: Rich 1981,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,Leptocyon,,,,leidyi,,1864,,,,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"R. H. Tedford, X. Wang, and B. E. Taylor. 2009. Phylogenetic Systematics of the North American Fossil Caninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 325:1-218",561,561,0,J. Marcot,J. Marcot,,7/26/14 21:53,7/26/14 21:53
1217266,occ,,,19611,Leptocyon leidyi,,species,300775,Early Barstovian,,16.3,12.5,Tedford et al.,2009,52058,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,,,,,-106.199997,35.5,,White Operation Quarry,,,US,New Mexico,Santa Fe,based on political unit,1,small collection,,gplates,101,mid,-100.42,39.05,scotese,101,mid,-103.13,36.15,seton,101,mid,-102.67,35.72,US,,Tesuque,,Skull Ridge,,,Espan,2,,bottom to top,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,biostratigraphic,,,,,,,,,"""just below"" No. 4 white ash, which was dated at 15.45 +/- 0.06 Ma (SCLF Ar-Ar on sanidine) by McIntosh and Quade 1995<br>list appears to be complete or nearly so",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,Leptocyon,,,,leidyi,,1864,Tesuque,,Skull Ridge,,not reported,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"R. H. Tedford, X. Wang, and B. E. Taylor. 2009. Phylogenetic Systematics of the North American Fossil Caninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 325:1-218",561,561,0,J. Marcot,J. Marcot,,7/26/14 21:55,7/26/14 21:55
1217267,occ,,,19547,Leptocyon leidyi,,species,300775,Early Barstovian,,16.3,12.5,Tedford et al.,2009,52058,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,,,,,-106.199997,35.5,,Skull Ridge,,,US,New Mexico,Santa Fe,based on political unit,1,,Central Espanola Basin,gplates,101,mid,-100.42,39.05,scotese,101,mid,-103.13,36.15,seton,101,mid,-102.67,35.72,US,,Tesuque,,Skull Ridge,,,Espan,2,,bottom to top,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,AMNH,,,,,,,"includes White Operation Quarry (see), but list is quite different<br>FT on zircon dates, in Ma:<br>No. 2 white ash: 14.6 +/- 1.2<br>No. 4 white ash: 14.1 +/- 1.1<br>second date on No. 4 ash (Izett & Naeser 1986): 12.7 +/- 1.4<br>No. 4 white ash redated at 15.42 +/- 0.06 Ma (SCLF Ar-Ar on sanidine) by McIntosh and Quade 1995; No. 3 white ash dated at 15.65 +/- 0.065 Ma according to Quade (1999 personal communication); White Operation Quarry is ""just below"" the No. 4 ash according to McIntosh and Quade<br>No. 2 ash redated at 15.59 +/- 0.07 Ma (SCLF AA on sanidine): Kuhle and Smith 2001<br>underlies Pojoaque Mbr.<br>""Cosoryx ilfonsensis"" of Frick 1937 is omitted by  Tedford and Barghoorn 1993",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,Leptocyon,,,,leidyi,,1864,Tesuque,,Skull Ridge,,not reported,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"R. H. Tedford, X. Wang, and B. E. Taylor. 2009. Phylogenetic Systematics of the North American Fossil Caninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 325:1-218",561,561,0,J. Marcot,J. Marcot,,7/26/14 21:56,7/26/14 21:56
1217268,occ,,,19510,Leptocyon leidyi,,species,300775,Barstovian,,16.3,12.5,Tedford et al.,2009,52058,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,,,,,-117,34.799999,,Rak Division,,Third Division,US,California,San Bernardino,based on political unit,1,,,gplates,101,mid,-111.81,38.82,scotese,134,mid,-114.04,35.58,seton,101,mid,-113.56,35.45,US,FED,Barstow,,lower Middle,,,Barst,2,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,,,,,,,"above Rak Tuff (KA 16.3 +/- 0.3 Ma), below Oreodont Tuff (Ar-Ar 15.8 +/- 0.09 Ma)<br>see also Coon Canyon (UALP 9009), Ledge 3, Unknown Quarry, Waterfall Canyon<br>""unnamed fauna"" from middle of middle mbr. of Kelly and Lander 1988 appears to include Steepside Quarry in the Green Hills fauna",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,Leptocyon,,,,leidyi,,1864,Barstow,,lower Middle,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"R. H. Tedford, X. Wang, and B. E. Taylor. 2009. Phylogenetic Systematics of the North American Fossil Caninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 325:1-218",561,561,0,J. Marcot,J. Marcot,,7/26/14 21:56,7/26/14 21:56
1217269,occ,,,19356,Leptocyon leidyi,,species,300775,Barstovian,,16.3,12.5,Tedford et al.,2009,52058,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,,,,,-117,34.799999,,Green Hills Quarry,,,US,California,San Bernardino,based on political unit,1,small collection,,gplates,101,mid,-111.81,38.82,scotese,134,mid,-114.04,35.58,seton,101,mid,-113.56,35.45,US,FED,Barstow,,Middle,,,Barst,3,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,some genera,,,,,,"shown in Fig. 4 of Kelly and Lander 1988 between Oreodont and Camp quarries in the Barstow section, i.e., in the Green Hills fauna sensu Woodburne et al. 1990",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,Leptocyon,,,,leidyi,,1864,Barstow,,Middle,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"R. H. Tedford, X. Wang, and B. E. Taylor. 2009. Phylogenetic Systematics of the North American Fossil Caninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 325:1-218",561,561,0,J. Marcot,J. Marcot,,7/26/14 21:57,7/26/14 21:57
1217270,occ,,,19366,Leptocyon leidyi,,species,300775,Barstovian,,16.3,12.5,Tedford et al.,2009,52058,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,,,,,-117,34.799999,,Hidden Hollow Quarry,,Hidden Quarry,US,California,San Bernardino,based on political unit,1,small collection,,gplates,101,mid,-111.81,38.82,scotese,134,mid,-114.04,35.58,seton,101,mid,-113.56,35.45,US,FED,Barstow,,Upper,,,,,,,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,some genera,,,,,,said to be in the Barstow fauna sensu Woodburne et al. 1990 by Wang et al. 1999,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,Leptocyon,,,,leidyi,,1864,Barstow,,Upper,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"R. H. Tedford, X. Wang, and B. E. Taylor. 2009. Phylogenetic Systematics of the North American Fossil Caninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 325:1-218",561,561,0,J. Marcot,J. Marcot,,7/26/14 21:58,7/26/14 21:58
1217271,occ,,,19463,Leptocyon leidyi,,species,300775,Barstovian,,16.3,12.5,Tedford et al.,2009,52058,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,,,,,-117,34.799999,,North End Quarry,,,US,California,San Bernardino,based on political unit,1,,,gplates,101,mid,-111.81,38.82,scotese,134,mid,-114.04,35.58,seton,101,mid,-113.56,35.45,US,FED,Barstow,,Upper,,,,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,taxonomic,,,some genera,,,,,,said to be in the Barstow fauna sensu Woodburne et al. 1990 by Wang et al. 1999,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,Leptocyon,,,,leidyi,,1864,Barstow,,Upper,,not reported,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"R. H. Tedford, X. Wang, and B. E. Taylor. 2009. Phylogenetic Systematics of the North American Fossil Caninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 325:1-218",561,561,0,J. Marcot,J. Marcot,,7/26/14 22:00,7/26/14 22:00
1217272,occ,,,19548,Leptocyon leidyi,,species,300775,Barstovian,,16.3,12.5,Tedford et al.,2009,52058,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,,,,,-117,34.799999,,Skyline Quarry,,,US,California,San Bernardino,based on political unit,1,small collection,,gplates,101,mid,-111.81,38.82,scotese,134,mid,-114.04,35.58,seton,101,mid,-113.56,35.45,US,FED,Barstow,,Middle,,,Barst,4,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,some genera,,,,,,"about 7 m below the Skyline Tuff, i.e., uppermost Middle Member sensu Woodburne et al. 1990; tuff dated by Rasbury et al. 1999 at 14.128 +/- 0.013 Ma (Ar-Ar on groundmass)<br>generalized ""Second Division Fauna"" records of Woodburne et al. 1990, unless otherwise stated: Aelurodon asthenostylus Wang et al. 1999 Megahippus mckennai Kelly and Lander 1988: ""upper 6 m of the middle member... level of Hailstone, May Day, and Skyline Quarries"" Merychippus sp., said to be new Archaeohippus mourningi ""Brachycrus laticeps"" Kelly and Lander 1988 - see S & F 40!! Michenia sp. Paramiolabis sp. - ""singularis clade"": Woodburne 1991b; ""Miolabis"" sp. in quotes Miolabis sp. (sensu stricto) Protolabis cf. barstowensis",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,Leptocyon,,,,leidyi,,1864,Barstow,,Middle,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"R. H. Tedford, X. Wang, and B. E. Taylor. 2009. Phylogenetic Systematics of the North American Fossil Caninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 325:1-218",561,561,0,J. Marcot,J. Marcot,,7/26/14 22:00,7/26/14 22:00
